name,href,dob,height,weight,position,draft,sc
"North, Thomas",pp-fremantle-dockers--thomas-north,1999-02-14,183,84,Midfield,20,102400
"Nyuon, Bigoa",pp-richmond-tigers--bigoa-nyuon,2001-05-18,195,87,"Defender, Ruck",54,117300
"O'Brien, Lochie",pp-carlton-blues--lochie-o-brien,1999-09-18,185,78,Midfield,10,243400
"O'Brien, Reilly",pp-adelaide-crows--reilly-o-brien,1995-08-20,202,101,Ruck,9,517400
"O'Brien, Tim",pp-hawthorn-hawks--tim-o-brien,1994-03-28,193,90,"Defender, Forward",28,389300
"O'Connor, Barry",pp-sydney-swans--barry-o-connor-1,1998-06-26,193,92,"Defender, Forward",NA,102400
"O'Connor, Mark",pp-geelong-cats--mark-o-connor,1997-01-17,191,87,Defender,NA,346500
"O'Connor, Ronin",pp-adelaide-crows--ronin-o-connor,2001-02-01,191,85,Midfield,42,117300
"O'Dwyer, Finbar",pp-carlton-blues--finbar-o-dwyer,2000-07-24,192,76,Forward,66,123900
"O'Halloran, Xavier",pp-greater-western-sydney-giants--xavier-o-halloran,2000-07-11,186,84,Midfield,22,123900
"Okunbor, Stefan",pp-geelong-cats--stefan-okunbor,1998-08-12,190,87,Defender,NA,123900
"Oliver, Clayton",pp-melbourne-demons--clayton-oliver,1997-07-22,187,85,Midfield,4,593900
"O'Meara, Jaeger",pp-hawthorn-hawks--jaeger-o-meara,1994-02-23,183,82,Midfield,1,491100
"O'Neill, Mitch",pp-west-coast-eagles--mitch-o-neill,2001-02-21,176,70,Midfield,25,102400
"O'Neill, Xavier",pp-west-coast-eagles--xavier-o-neill,2000-08-03,185,81,Midfield,28,123900
"O'Reilly, Dillon",pp-fremantle-dockers--dillon-o-reilly,2000-06-02,193,79,Defender,11,123900
"O'Riordan, Colin",pp-sydney-swans--colin-o-riordan,1995-10-12,187,87,Defender,69,338000
"Owies, Matt",pp-carlton-blues--matt-owies,1997-03-19,179,84,Forward,NA,123900
"Papley, Tom",pp-sydney-swans--tom-papley,1996-07-13,178,76,Forward,14,425500
"Parfitt, Brandan",pp-geelong-cats--brandan-parfitt,1998-04-27,180,79,"Midfield, Forward",26,427400
"Parish, Darcy",pp-essendon-bombers--darcy-parish,1997-07-25,181,77,"Midfield, Forward",5,465400
"Parker, Luke",pp-sydney-swans--luke-parker,1992-10-25,183,87,Midfield,40,570700
"Parker, Matthew",pp-st-kilda-saints--matthew-parker,1996-01-25,190,75,Forward,47,290700
"Parsons, James",pp-geelong-cats--james-parsons,1997-04-12,190,82,Midfield,27,282400
"Pasini, Jake",pp-port-adelaide-power--jake-pasini,2001-02-06,192,81,Defender,8,117400
"Patmore, Jake",pp-port-adelaide-power--jake-patmore,1999-01-29,181,72,"Midfield, Forward",58,123900
"Paton, Ben",pp-st-kilda-saints--ben-paton,1998-10-19,187,79,Defender,46,314100
"Patton, Jonathon",pp-hawthorn-hawks--jonathon-patton,1993-05-20,198,102,"Forward, Ruck",1,337000
"Payne, Jack",pp-brisbane-lions--jack-payne,1999-10-15,197,101,Defender,54,123900
"Pearce, Alex",pp-fremantle-dockers--alex-pearce,1995-06-09,201,101,Defender,37,297700
"Pendlebury, Scott",pp-collingwood-magpies--scott-pendlebury,1988-01-07,191,90,Midfield,5,566500
"Pepper, Harry",pp-hawthorn-hawks--harry-pepper,2001-08-09,180,83,Defender,NA,102400
"Perez, Flynn",pp-kangaroos--flynn-perez,2001-08-25,187,82,Defender,35,117300
"Perryman, Harry",pp-greater-western-sydney-giants--harry-perryman,1998-12-19,184,80,Midfield,14,410500
"Petracca, Christian",pp-melbourne-demons--christian-petracca,1996-01-04,186,96,Forward,2,441300
"Petrevski-Seton, Sam",pp-carlton-blues--sam-petrevski-seton,1998-02-19,182,78,"Defender, Midfield",6,443300
"Petruccelle, Jack",pp-west-coast-eagles--jack-petruccelle,1999-04-12,185,80,Forward,38,276400
"Petty, Harrison",pp-melbourne-demons--harrison-petty,1999-11-12,197,89,"Defender, Forward",37,288300
"Phillips, Andrew",pp-essendon-bombers--andrew-phillips-1,1991-07-03,201,98,Ruck,97,403100
"Phillips, Edward",pp-st-kilda-saints--edward-phillips,1998-03-29,187,82,Midfield,56,274800
"Phillips, Fraser",pp-carlton-blues--fraser-phillips,2001-05-15,186,71,Forward,18,105400
"Phillips, Tom",pp-collingwood-magpies--tom-phillips,1996-05-07,187,79,Midfield,58,450500
"Philp, Sam",pp-carlton-blues--sam-philp,2001-08-04,185,80,Midfield,20,121800
"Pickett, Kysaiah",pp-melbourne-demons--kysaiah-pickett,2001-06-02,170,67,Forward,12,157800
"Pickett, Marlion",pp-richmond-tigers--marlion-pickett,1992-01-06,184,84,Midfield,13,123900
"Pina, Jarvis",pp-fremantle-dockers--jarvis-pina,2000-10-30,176,71,"Defender, Midfield",6,120400
"Pittard, Jasper",pp-kangaroos--jasper-mcmillan-pittard,1991-04-01,186,84,Defender,16,432000
"Pittonet, Marc",pp-carlton-blues--marc-pittonet,1996-06-03,202,105,Ruck,50,236200
"Plowman, Lachlan",pp-carlton-blues--lachlan-plowman,1994-09-11,193,90,Defender,3,392800
"Poholke, Myles",pp-adelaide-crows--myles-poholke,1998-07-10,186,86,Forward,44,221600
"Polec, Jared",pp-kangaroos--jared-polec,1992-10-12,187,84,Midfield,5,476400
"Polson, Cameron",pp-carlton-blues--cameron-polson,1998-03-11,177,81,Forward,59,138500
"Porter, Callum",pp-western-bulldogs--callum-porter,1999-02-22,182,76,Midfield,74,123900
"Powell, Wil",pp-gold-coast-suns--wil-powell,1999-08-26,185,76,Midfield,19,298700
"Powell-Pepper, Sam",pp-port-adelaide-power--sam-powell-pepper,1998-01-08,187,91,"Midfield, Forward",18,403300
"Prestia, Dion",pp-richmond-tigers--dion-prestia,1992-10-12,175,82,Midfield,9,550200
"Preuss, Braydon",pp-melbourne-demons--braydon-preuss,1995-06-16,206,114,"Forward, Ruck",15,329500
"Prior, Jaxon",pp-brisbane-lions--jaxon-prior,2001-06-04,188,79,Defender,59,117300
"Puopolo, Paul",pp-hawthorn-hawks--paul-puopolo,1987-12-02,173,78,Forward,66,346600
"Quaynor, Isaac",pp-collingwood-magpies--isaac-quaynor,2000-01-15,180,83,Defender,13,261700
"Ralphsmith, Hugo",pp-richmond-tigers--hugo-ralphsmith,2001-11-09,186,70,"Midfield, Forward",46,117300
"Rampe, Dane",pp-sydney-swans--dane-rampe,1990-06-02,187,88,Defender,90,527800
"Ramsay, Sam",pp-carlton-blues--sam-ramsay,2001-03-21,180,72,Midfield,47,117300
"Rankine, Izak",pp-gold-coast-suns--izak-rankine,2000-04-23,179,76,Forward,3,123900
"Rantall, Jay",pp-collingwood-magpies--jay-rantall,2001-06-10,184,82,Midfield,40,117300
"Ratugolea, Esava",pp-geelong-cats--esava-ratugolea,1998-07-24,197,102,Forward,43,319100
"Rayner, Cameron",pp-brisbane-lions--cameron-rayner,1999-10-21,187,90,Forward,1,251800
"Redden, Jack",pp-west-coast-eagles--jack-redden,1990-12-09,190,85,Midfield,25,485400
"Redman, Mason",pp-essendon-bombers--mason-redman,1997-08-26,187,87,Defender,30,379800
"Reeves, Ned",pp-hawthorn-hawks--ned-reeves,1998-10-31,208,96,Ruck,NA,123900
"Reid, Ben",pp-collingwood-magpies--ben-reid,1989-04-29,196,98,Forward,8,317700
"Reid, Nic",pp-west-coast-eagles--nic-reid,NA,NA,NA,NA,NA,102400
"Reid, Sam",pp-sydney-swans--sam-reid-1,1991-12-27,196,100,Forward,38,426000
"Reid, Samuel",pp-greater-western-sydney-giants--samuel-reid,1989-11-07,188,85,Defender,29,375700
"Reynolds, Harry",pp-sydney-swans--harry-reynolds,2000-10-11,189,74,Defender,28,123900
"Riccardi, Jake",pp-greater-western-sydney-giants--jake-riccardi,1999-11-07,195,92,Forward,51,117300
"Rich, Daniel",pp-brisbane-lions--daniel-rich,1990-06-07,183,87,Defender,7,525800
"Richards, Ed",pp-western-bulldogs--ed-richards,1999-07-03,185,79,"Midfield, Forward",16,264400
"Ridley, Jordan",pp-essendon-bombers--jordan-ridley,1998-10-20,192,91,Defender,22,322600
"Riewoldt, Jack",pp-richmond-tigers--jack-riewoldt,1988-10-31,193,92,Forward,13,374100
"Rioli, Daniel",pp-richmond-tigers--daniel-rioli,1997-04-16,179,76,Forward,15,321800
"Rioli, Willie",pp-west-coast-eagles--willie-rioli,1995-06-04,175,77,Forward,52,374700
"Riordan, Mitch",pp-gold-coast-suns--mitch-riordan,2000-01-25,187,83,Midfield,2,123900
"Rivers, Trent",pp-melbourne-demons--trent-rivers,2001-07-30,188,85,"Defender, Midfield",32,117300
"Roberton, Dylan",pp-st-kilda-saints--dylan-roberton,1991-06-21,194,94,Defender,49,260400
"Robertson, Deven",pp-brisbane-lions--deven-robertson,2001-06-30,182,80,Midfield,22,117300
"Robinson, Mitch",pp-brisbane-lions--mitch-robinson,1989-06-07,184,90,Midfield,40,512700
"Rockliff, Tom",pp-port-adelaide-power--tom-rockliff,1990-02-22,185,85,Midfield,5,495400
"Rohan, Gary",pp-geelong-cats--gary-rohan,1991-06-07,189,92,Forward,6,328800
"Ronke, Ben",pp-sydney-swans--ben-ronke,1997-12-18,183,76,Forward,17,243900
"Rosas, Malcolm",pp-gold-coast-suns--malcolm-rosas,2001-06-27,175,70,Forward,37,102400
"Ross, Jack",pp-richmond-tigers--jack-ross,2000-09-03,187,85,Midfield,43,305800
"Ross, Jackson",pp-hawthorn-hawks--jackson-ross,1999-06-22,193,79,Forward,71,123900
"Ross, Sebastian",pp-st-kilda-saints--sebastian-ross,1993-05-07,188,88,Midfield,25,530900
"Rotham, Josh",pp-west-coast-eagles--josh-rotham,1998-02-25,193,86,Defender,37,274800
"Roughead, Jordan",pp-collingwood-magpies--jordan-roughead,1990-11-03,200,101,Defender,31,352200
"Rowbottom, James",pp-sydney-swans--james-rowbottom,2000-09-19,186,78,"Midfield, Forward",25,337600
"Rowell, Matt",pp-gold-coast-suns--matt-rowell,2001-07-01,178,74,Midfield,1,207300
"Rowles, Brady",pp-sydney-swans--brady-rowles,2001-02-12,188,72,"Defender, Midfield",4,123400
"Rozee, Connor",pp-port-adelaide-power--connor-rozee,2000-01-22,185,74,Forward,5,422100
"Ruscoe, Trey",pp-collingwood-magpies--trey-ruscoe,2001-11-03,190,90,"Defender, Midfield",55,117300
"Ryan, Liam",pp-west-coast-eagles--liam-ryan,1996-10-02,179,72,Forward,26,334700
"Ryan, Luke",pp-fremantle-dockers--luke-ryan,1996-02-06,187,92,Defender,66,520400
"Ryder, Patrick",pp-st-kilda-saints--patrick-ryder,1988-03-14,197,94,"Forward, Ruck",7,449100
"Saad, Adam",pp-essendon-bombers--adam-saad,1994-07-23,178,78,Defender,25,443500
"Salem, Christian",pp-melbourne-demons--christian-salem,1995-07-15,183,81,Defender,9,491200
"Savage, Shane",pp-st-kilda-saints--shane-savage,1991-01-05,187,82,Defender,75,456900
"Schache, Josh",pp-western-bulldogs--josh-schache,1997-08-21,199,94,Forward,2,309500
"Scharenberg, Matthew",pp-collingwood-magpies--matthew-scharenberg,1995-09-18,191,93,Defender,6,273700
"Schlensog, Blake",pp-geelong-cats--blake-schlensog,2000-09-25,198,99,Forward,NA,123900
"Schoenberg, Harry",pp-adelaide-crows--harry-schoenberg,2001-02-21,180,78,Midfield,24,117300
"Schoenfeld, Joshua",pp-gold-coast-suns--joshua-schoenfeld,1997-07-03,186,84,Forward,1,178700
"Schofield, Will",pp-west-coast-eagles--will-schofield,1989-01-24,196,94,Defender,50,242600
"Schultz, Lachlan",pp-fremantle-dockers--lachlan-schultz,1997-11-30,178,78,Forward,57,208800
"Scott, Bailey",pp-kangaroos--bailey-scott,2000-07-09,186,73,"Midfield, Forward",49,234600
"Scrimshaw, Jack",pp-hawthorn-hawks--jack-scrimshaw,1998-09-04,193,88,Defender,7,350300
"Scully, Tom",pp-hawthorn-hawks--tom-scully,1991-05-15,181,80,Midfield,1,356800
"Seedsman, Paul",pp-adelaide-crows--paul-seedsman,1992-01-22,190,87,Midfield,76,392700
"Selwood, Joel",pp-geelong-cats--joel-selwood,1988-05-26,183,84,Midfield,7,465600
"Serong, Caleb",pp-fremantle-dockers--caleb-serong,2001-02-09,178,83,Midfield,8,175800
"Setterfield, Will",pp-carlton-blues--will-setterfield,1998-02-05,192,87,Midfield,5,329700
"Sexton, Alex",pp-gold-coast-suns--alex-sexton,1993-12-03,186,83,Forward,88,297200
"Sharp, Jeremy",pp-gold-coast-suns--jeremy-sharp,2001-08-13,187,79,Midfield,27,117300
"Shaw, Heath",pp-greater-western-sydney-giants--heath-shaw,1985-11-27,183,86,Defender,48,448700
"Sheed, Dominic",pp-west-coast-eagles--dominic-sheed,1995-04-10,185,87,Midfield,11,516100
"Sheppard, Bradley",pp-west-coast-eagles--bradley-sheppard,1991-05-23,187,85,Defender,7,455700
"Sheridan, Thomas",pp-greater-western-sydney-giants--thomas-sheridan,1993-10-28,187,82,Midfield,28,306100
"Shiel, Dylan",pp-essendon-bombers--dylan-shiel,1993-03-09,182,83,Midfield,NA,529100
"Shiels, Liam",pp-hawthorn-hawks--liam-shiels,1991-04-29,183,84,Midfield,34,471600
"Shipley, Nicholas",pp-greater-western-sydney-giants--nicholas-shipley,1999-06-25,188,92,Midfield,64,123900
"Sholl, Lachlan",pp-adelaide-crows--lachlan-sholl,2000-03-07,185,77,Defender,64,123900
"Short, Jayden",pp-richmond-tigers--jayden-short,1996-01-24,178,76,Defender,11,349300
"Shuey, Luke",pp-west-coast-eagles--luke-shuey,1990-06-02,183,90,Midfield,18,548200
"Sicily, James",pp-hawthorn-hawks--james-sicily,1995-01-06,186,87,Defender,56,509500
"Sidebottom, Steele",pp-collingwood-magpies--steele-sidebottom,1991-01-02,184,85,Midfield,11,512000
"Sier, Brayden",pp-collingwood-magpies--brayden-sier,1997-12-12,191,88,Midfield,32,242700
"Silvagni, Ben",pp-carlton-blues--ben-silvagni,2000-05-07,196,87,Defender,70,123900
"Silvagni, Jack",pp-carlton-blues--jack-silvagni,1997-12-17,194,89,Forward,53,325200
"Simpkin, Jy",pp-kangaroos--jy-simpkin,1998-03-05,182,75,"Midfield, Forward",12,383000
"Simpson, Kade",pp-carlton-blues--kade-simpson,1984-05-05,183,75,Defender,45,442600
"Simpson, Sam",pp-geelong-cats--sam-simpson,1998-06-14,180,74,Midfield,53,123900
"Sinclair, Callum",pp-sydney-swans--callum-sinclair,1989-09-23,200,96,Ruck,12,396400
"Sinclair, Jack",pp-st-kilda-saints--jack-sinclair,1995-02-12,181,81,"Midfield, Forward",1,420400
"Skinner, Sam",pp-brisbane-lions--sam-skinner,1997-06-29,198,100,Forward,12,111400
"Sloane, Rory",pp-adelaide-crows--rory-sloane,1990-03-17,182,83,Midfield,44,559300
"Smith, Archie",pp-brisbane-lions--archie-smith,1995-07-19,203,104,Ruck,34,179200
"Smith, Bailey",pp-western-bulldogs--bailey-smith,2000-12-07,185,80,"Midfield, Forward",7,415900
"Smith, Brock",pp-brisbane-lions--brock-smith,2001-03-13,188,81,Defender,33,117300
"Smith, Brodie",pp-adelaide-crows--brodie-smith,1992-01-14,189,90,Defender,14,481300
"Smith, Devon",pp-essendon-bombers--devon-smith,1993-05-20,174,77,"Midfield, Forward",14,335800
"Smith, Ely",pp-brisbane-lions--ely-smith,2000-09-13,187,86,"Midfield, Forward",21,123900
"Smith, Isaac",pp-hawthorn-hawks--isaac-smith,1988-12-30,188,83,Midfield,19,450700
"Smith, Joel",pp-melbourne-demons--joel-smith-1,1996-02-25,191,87,Defender,41,207400
"Smith, Roarke",pp-western-bulldogs--roarke-smith,1996-09-11,181,81,"Midfield, Forward",25,258000
"Smith, Zac",pp-gold-coast-suns--zac-smith,1990-02-22,206,105,Ruck,NA,254700
"Snelling, Will",pp-essendon-bombers--will-snelling,1997-08-06,175,70,Forward,7,321800
"Soldo, Ivan",pp-richmond-tigers--ivan-soldo,1996-04-14,204,106,Ruck,68,411200
"Spargo, Charlie",pp-melbourne-demons--charlie-spargo,1999-11-25,173,71,Forward,29,234200
"Sparrow, Tom",pp-melbourne-demons--tom-sparrow,2000-05-31,183,82,Forward,27,182500
"Sproule, Zachary",pp-greater-western-sydney-giants--zachary-sproule,1998-05-12,197,92,Forward,36,127100
"Stack, Sydney",pp-richmond-tigers--sydney-stack,2000-04-28,179,72,Defender,NA,435100
"Stanley, Rhys",pp-geelong-cats--rhys-stanley,1990-12-01,200,102,Ruck,47,467300
"Starcevich, Brandon",pp-brisbane-lions--brandon-starcevich,1999-07-24,188,88,"Defender, Midfield",18,147700
"Steele, Jack",pp-st-kilda-saints--jack-steele,1995-12-13,187,90,Midfield,24,515900
"Stein, Jake",pp-greater-western-sydney-giants--jake-stein,1994-01-17,195,95,Defender,15,231100
"Stengle, Tyson",pp-adelaide-crows--tyson-stengle,1998-10-19,172,73,Forward,6,202000
"Stephens, Cooper",pp-geelong-cats--cooper-stephens,2001-01-17,188,83,Midfield,16,139800
"Stephens, Dylan",pp-sydney-swans--dylan-stephens,2001-01-08,183,69,Midfield,5,189300
"Stephenson, Jaidyn",pp-collingwood-magpies--jaidyn-stephenson,1999-01-15,188,78,Forward,6,436200
"Steven, Jack",pp-geelong-cats--jack-steven,1990-03-28,180,83,"Midfield, Forward",42,361700
"Stewart, James",pp-essendon-bombers--james-stewart,1994-03-04,199,96,Forward,27,293000
"Stewart, Thomas",pp-geelong-cats--thomas-stewart,1993-03-15,190,88,Defender,40,533200
"Stocker, Liam",pp-carlton-blues--liam-stocker,2000-01-23,184,83,Defender,19,242400
"Stoddart, Ryley",pp-sydney-swans--ryley-stoddart,1999-10-15,186,73,Defender,53,123900
"Strachan, Kieran",pp-adelaide-crows--kieran-strachan,1995-10-05,204,95,"Forward, Ruck",7,123900
"Stratton, Benjamin",pp-hawthorn-hawks--benjamin-stratton,1989-03-01,189,88,Defender,46,236100
"Stringer, Jake",pp-essendon-bombers--jake-stringer,1994-04-25,192,95,Forward,5,384600
"Sturt, Sam",pp-fremantle-dockers--sam-sturt,2000-05-12,189,72,Forward,17,123900
"Suckling, Matthew",pp-western-bulldogs--matthew-suckling,1988-07-25,187,85,Defender,70,454000
"Sutcliffe, Cameron",pp-port-adelaide-power--cameron-sutcliffe,1992-05-23,186,88,Forward,9,223300
"Swallow, David",pp-gold-coast-suns--david-swallow,1992-11-19,185,87,Midfield,1,478900
"Sweet, Jordon",pp-western-bulldogs--jordon-sweet,1998-02-02,203,106,Ruck,23,123900
"Switkowski, Sam",pp-fremantle-dockers--sam-switkowski,1996-11-20,179,74,Forward,73,353000
"Taberner, Matthew",pp-fremantle-dockers--matthew-taberner,1993-06-17,198,99,Forward,70,426600
"Taheny, Cameron",pp-geelong-cats--cameron-taheny,2001-08-03,185,80,Forward,50,117300
"Talia, Daniel",pp-adelaide-crows--daniel-talia,1991-10-02,197,98,Defender,13,377700
"Taranto, Tim",pp-greater-western-sydney-giants--tim-taranto,1998-01-28,187,87,Midfield,2,555900
"Tarca, Jake",pp-geelong-cats--jake-tarca,2000-02-23,177,73,Forward,68,123900
"Tarrant, Robbie",pp-kangaroos--robert-tarrant,1989-04-25,196,97,Defender,15,447800
"Taylor, Ayce",pp-adelaide-crows--ayce-taylor,2000-09-26,190,81,Defender,NA,102400
"Taylor, Curtis",pp-kangaroos--curtis-taylor,2000-04-06,187,78,Forward,46,123900
"Taylor, Elijah",pp-sydney-swans--elijah-taylor,2001-05-01,185,75,"Midfield, Forward",36,117300
"Taylor, Harry",pp-geelong-cats--harry-taylor,1986-06-12,195,94,Defender,17,384300
"Taylor, Lewis",pp-sydney-swans--lewis-taylor,1995-02-17,175,80,Midfield,28,310200
"Taylor, Sam",pp-greater-western-sydney-giants--sam-taylor,1999-05-05,196,93,Defender,28,316200
"Thomas, Josh",pp-collingwood-magpies--josh-thomas,1991-10-01,178,78,Forward,42,338600
"Thomas, Leno",pp-fremantle-dockers--leno-thomas,2001-05-12,181,74,Defender,NA,102400
"Thomas, Tarryn",pp-kangaroos--tarryn-thomas,2000-03-25,189,74,Forward,8,339900
"Thompson, Rory",pp-gold-coast-suns--rory-thompson,1991-03-12,200,100,Defender,NA,212300
"Thurlow, Jackson",pp-sydney-swans--jackson-thurlow,1994-03-28,190,84,Defender,16,329400
"Tohill, Anton",pp-collingwood-magpies--anton-tohill,1999-12-14,191,85,Forward,NA,123900
"Tomlinson, Adam",pp-melbourne-demons--adam-tomlinson,1993-08-10,194,96,Midfield,9,390200
"Towey, Luke",pp-gold-coast-suns--luke-towey,1999-07-11,186,80,Defender,NA,102400
"Townsend, Jacob",pp-essendon-bombers--jacob-townsend,1993-06-20,187,89,Forward,32,222900
"Treacy, Anthony",pp-west-coast-eagles--anthony-treacy,1997-04-12,181,80,Forward,11,112900
"Treloar, Adam",pp-collingwood-magpies--adam-treloar,1993-03-09,182,89,Midfield,NA,615800
"Trengove, Jackson",pp-western-bulldogs--jackson-trengove,1990-11-02,197,97,Defender,22,354000
"Tucker, Darcy",pp-fremantle-dockers--darcy-tucker,1997-01-23,184,83,"Midfield, Forward",27,398400
"Tuohy, Zach",pp-geelong-cats--zach-tuohy,1989-12-10,187,93,Defender,102,386300
"Turner, Fraser",pp-richmond-tigers--fraser-turner,2000-12-26,186,75,Midfield,58,123900
"Turner, Kayne",pp-kangaroos--kayne-turner,1995-12-31,180,75,Forward,25,329400
"Tyson, Dom",pp-kangaroos--dom-tyson,1993-06-08,186,85,Midfield,3,287600
"Valente, Luke",pp-fremantle-dockers--luke-valente,2000-05-08,187,81,Midfield,32,123900
"Vandenberg, Aaron",pp-melbourne-demons--aaron-vandenberg,1992-03-03,188,93,"Midfield, Forward",2,248000
"Vandermeer, Laitham",pp-western-bulldogs--laitham-vandermeer,1999-02-03,180,77,"Midfield, Forward",37,123900
"Varcoe, Travis",pp-collingwood-magpies--travis-varcoe,1988-04-10,180,84,Forward,15,319400
"Vardy, Nathan",pp-west-coast-eagles--nathan-vardy,1991-06-25,200,98,Ruck,42,288800
"Venables, Daniel",pp-west-coast-eagles--daniel-venables,1998-11-19,187,84,Forward,13,233800
"Vickers-Willis, Ed",pp-kangaroos--ed-vickers-willis,1996-03-28,190,86,Defender,36,247600
"Viney, Jack",pp-melbourne-demons--jack-viney,1994-04-13,178,84,Midfield,26,439300
"Vlastuin, Nick",pp-richmond-tigers--nick-vlastuin,1994-04-19,187,88,Defender,9,495500
"Wagner, Corey",pp-melbourne-demons--corey-wagner,1997-03-23,181,75,"Midfield, Forward",43,308000
"Wagner, Joshua",pp-melbourne-demons--joshua-wagner,1994-06-24,189,84,Defender,6,332200
"Walker, Joshua",pp-kangaroos--joshua-walker,1992-11-12,197,100,Defender,54,345600
"Walker, Mathew",pp-hawthorn-hawks--mathew-walker,2000-02-14,188,84,Forward,63,123900
"Walker, Taylor",pp-adelaide-crows--taylor-walker,1990-04-25,193,100,Forward,75,365600
"Walker, Will",pp-kangaroos--will-walker,1999-03-30,186,78,Forward,23,154900
"Wallis, Mitchell",pp-western-bulldogs--mitchell-wallis,1992-10-24,186,85,"Midfield, Forward",22,454500
"Walsh, Sam",pp-carlton-blues--sam-walsh,2000-07-02,184,80,Midfield,1,471900
"Walters, Michael",pp-fremantle-dockers--michael-walters,1991-01-07,178,78,"Midfield, Forward",53,547200
"Ward, Callan",pp-greater-western-sydney-giants--callan-ward,1990-04-10,187,84,Midfield,19,511400
"Warner, Chad",pp-sydney-swans--chad-warner,2001-05-19,181,80,Midfield,39,117300
"Waterman, Jake",pp-west-coast-eagles--jake-waterman,1998-05-06,191,92,Forward,77,301600
"Watson, Francis",pp-west-coast-eagles--francis-watson,1995-09-29,187,81,Defender,NA,218300
"Watson, Tobe",pp-fremantle-dockers--tobe-watson,1997-12-03,190,83,Defender,22,123900
"Watts, Jack",pp-port-adelaide-power--jack-watts,1991-03-26,196,88,Defender,1,307900
"Webster, Jimmy",pp-st-kilda-saints--jimmy-webster,1993-06-28,188,83,Defender,42,346200
"Weideman, Sam",pp-melbourne-demons--sam-weideman,1997-06-26,195,97,Forward,9,319400
"Weightman, Cody",pp-western-bulldogs--cody-weightman,2001-01-15,177,73,Forward,15,144300
"Weitering, Jacob",pp-carlton-blues--jacob-weitering,1997-11-23,196,98,Defender,1,383700
"Weller, Lachlan",pp-gold-coast-suns--lachlan-weller,1996-02-23,181,81,Defender,13,481100
"West, Rhylee",pp-western-bulldogs--rhylee-west,2000-07-12,181,82,Forward,26,231300
"Westhoff, Justin",pp-port-adelaide-power--justin-westhoff,1986-10-01,199,96,"Midfield, Forward",71,435500
"Whitfield, Lachie",pp-greater-western-sydney-giants--lachie-whitfield,1994-07-18,187,81,"Midfield, Forward",1,604100
"Wicks, Sam",pp-sydney-swans--sam-wicks,1999-09-14,181,73,Midfield,NA,123900
"Wilkie, Callum",pp-st-kilda-saints--callum-wilkie,1996-03-10,191,87,Defender,3,383800
"Williams, Bailey",pp-western-bulldogs--bailey-williams,1997-10-10,187,85,Defender,48,300500
"Williams, Bailey",pp-west-coast-eagles--bailey-williams-1,2000-04-17,199,95,"Defender, Ruck",35,123900
"Williams, Dylan",pp-port-adelaide-power--dylan-williams,2001-07-01,185,79,"Midfield, Forward",23,117300
"Williams, Marley",pp-kangaroos--marley-williams,1993-07-22,181,83,Defender,94,334800
"Williams, Zachary",pp-greater-western-sydney-giants--zachary-williams,1994-09-20,185,84,Defender,95,551700
"Williamson, Tom",pp-carlton-blues--tom-williamson,1998-12-12,190,85,Defender,61,146300
"Wills, Rupert",pp-collingwood-magpies--rupert-wills,1993-05-20,192,88,Midfield,63,337900
"Wilson, Nathan",pp-fremantle-dockers--nathan-wilson,1993-01-07,185,81,Defender,NA,372000
"Wilson, Patrick",pp-adelaide-crows--patrick-wilson,1994-12-11,188,89,Midfield,17,190100
"Wines, Oliver",pp-port-adelaide-power--oliver-wines,1994-10-07,187,89,Midfield,7,479700
"Wingard, Chad",pp-hawthorn-hawks--chad-wingard,1993-07-29,183,85,"Midfield, Forward",6,412300
"Witherden, Alex",pp-brisbane-lions--alex-witherden,1998-09-10,188,85,Defender,23,392800
"Witts, Jarrod",pp-gold-coast-suns--jarrod-witts,1992-09-13,209,111,Ruck,67,541300
"Wood, Easton",pp-western-bulldogs--easton-wood,1989-09-04,187,86,Defender,43,289800
"Wood, Mason",pp-kangaroos--mason-wood,1993-09-13,192,87,Forward,41,356300
"Woodcock, Boyd",pp-port-adelaide-power--boyd-woodcock,2000-03-05,179,76,Forward,32,102400
"Wooller, Toby",pp-brisbane-lions--toby-wooller,1999-03-16,195,88,"Midfield, Forward",41,123900
"Worpel, James",pp-hawthorn-hawks--james-worpel,1999-01-24,185,85,Midfield,45,527000
"Worrell, Josh",pp-adelaide-crows--josh-worrell,2001-04-11,195,74,"Defender, Forward",28,117300
"Wright, Peter",pp-gold-coast-suns--peter-wright,1996-09-08,203,103,Forward,8,369300
"Xerri, Tristan",pp-kangaroos--tristan-xerri,1999-03-15,201,94,"Forward, Ruck",72,123900
"Yeo, Elliot",pp-west-coast-eagles--elliot-yeo,1993-10-01,190,89,Midfield,30,584400
"Young, Hayden",pp-fremantle-dockers--hayden-young,2001-04-11,188,82,Defender,7,180300
"Young, Lachie",pp-western-bulldogs--lachie-young,1999-04-06,189,81,Defender,6,219100
"Young, Lewis",pp-western-bulldogs--lewis-young,1998-12-20,197,96,Defender,49,267200
"Zaharakis, David",pp-essendon-bombers--david-zaharakis,1990-02-21,180,79,Midfield,23,428700
"Zerk-Thatcher, Brandon",pp-essendon-bombers--brandon-zerk-thatcher,1998-08-25,195,86,Defender,66,189000
"Ziebell, Jack",pp-kangaroos--jack-ziebell,1991-02-28,188,89,"Midfield, Forward",9,493400
"Zorko, Dayne",pp-brisbane-lions--dayne-zorko,1989-02-09,175,78,Midfield,NA,579100
